article_id,symbol,company,date_publication,source,api_source,titre,contenu,score_sentiment,sentiment,confiance,poids,score_pondere,url,date_analyse,ajout_date,query_used
74eb273253459e78,AAPL,Apple,2026-04-14,Yahoo Entertainment,newsapi,"Jim Cramer Says “Don’t Mess With Alphabet, They’re Crushing It”","Jim Cramer Says “Don’t Mess With Alphabet, They’re Crushing It”. Alphabet Inc. (NASDAQ:GOOGL) is among Jim Cramers recent stock calls as he urged investors to stand by the defense sector. A club member asked whether their portfolio is diverse enough if their top 5… [+1910 chars]",0.0,neutral,0.881,1.58,0.0,https://finance.yahoo.com/markets/stocks/articles/jim-cramer-says-don-t-181431909.html,2026-04-16 10:26:37,2026-04-16,
0785010d515c8381,AAPL,Apple,2026-04-14,Barchart.com,newsapi,Stocks Rally on a Push for Diplomacy to End US-Iran War,"Stocks Rally on a Push for Diplomacy to End US-Iran War. The S&amp;P 500 Index ($SPX) (SPY) on Tuesday closed up +1.18%, the Dow Jones Industrial Average ($DOWI) (DIA) closed up +0.66%, and the Nasdaq 100 Index ($IUXX) (QQQ) closed up +1.81%.  June E-mini … [+7893 chars]",0.869,positive,0.869,1.58,1.376,https://www.barchart.com/story/news/1305540/stocks-rally-on-a-push-for-diplomacy-to-end-us-iran-war,2026-04-16 10:26:37,2026-04-16,
7ed2a5953e9db6f5,AAPL,Apple,2026-04-13,Macdailynews.com,newsapi,‘Apple’s true achievement is the culture Steve Jobs instilled’ – Gene Munster,"‘Apple’s true achievement is the culture Steve Jobs instilled’ – Gene Munster. Longtime Apple analyst Gene Munster has obsessed about all things Apple for more than 20 years. When asked for Apples defining achievement, he is tempted to talk about the iPhone. In reality, the ans… [+2462 chars]",0.0,neutral,0.904,1.3,0.0,https://macdailynews.com/2026/04/13/apples-true-achievement-is-the-culture-steve-jobs-instilled-gene-munster/,2026-04-16 10:26:37,2026-04-16,
62c2567c78c9a537,AAPL,Apple,2026-04-14,Benzinga,gnews,What's Going On With Apple Stock Tuesday?,"What's Going On With Apple Stock Tuesday?. Apple Entry to Drive Market Shift
Rivals Face Market Share Pressure
Analyst Sees Strong Early Demand
Mohan added that a staggered release strategy should help smooth the supply chain and production cycles, despite a slight cut to his price target.
Ap... [14...",0.67,positive,0.67,1.08,0.723,https://www.benzinga.com/analyst-stock-ratings/analyst-color/26/04/51797325/apples-foldable-iphone-is-coming-for-everyone-samsung-motorola-google-beware,2026-04-16 10:26:38,2026-04-16,
719bca3a66a4c0fa,AAPL,Apple,2026-04-13,Slashdot.org,newsapi,Trendforce says hi-tech glue could be key to an invisible crease in the iPhone Ultra - 9to5Mac,Trendforce says hi-tech glue could be key to an invisible crease in the iPhone Ultra - 9to5Mac. The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,0.0,neutral,0.624,1.3,0.0,https://slashdot.org/firehose.pl?op=view&amp;id=181689262,2026-04-16 10:26:38,2026-04-16,
6017e20869e6d55a,AAPL,Apple,2026-04-13,Slashdot.org,newsapi,Smart Adhesive Is Key to Crease-Free Foldable iPhone Display - MacRumors,Smart Adhesive Is Key to Crease-Free Foldable iPhone Display - MacRumors. The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,0.0,neutral,0.901,1.3,0.0,https://slashdot.org/firehose.pl?op=view&amp;id=181691310,2026-04-16 10:26:38,2026-04-16,
35a33df048bfbfdf,AAPL,Apple,2026-04-14,Github.com,newsapi,Show HN: LangAlpha – what if Claude Code was built for Wall Street?,"Show HN: LangAlpha – what if Claude Code was built for Wall Street?. A vibe investing agent harnessLangAlpha is built to help interpret financial markets and support investment decisions.
Note
Gemini 3 Hackathon If you're a judge or reviewer for the Gemini 3 Hackath… [+29086 chars]",0.0,neutral,0.943,1.58,0.0,https://github.com/ginlix-ai/langalpha,2026-04-16 10:26:38,2026-04-16,
2fd312bff8ce7c61,AAPL,Apple,2026-04-15,Yahoo Entertainment,newsapi,VOO vs. QQQ vs. SPY — Which ETF Is the Best Buy Right Now?,"VOO vs. QQQ vs. SPY — Which ETF Is the Best Buy Right Now?. When it comes to investing in the broader U.S. market, ETFs like Vanguard S&amp;P 500 ETF (VOO) from Vanguard, the SPDR S&amp;P 500 ETF Trust (SPY) from State Street, and Invesco QQQ Trust (QQQ) from… [+1806 chars]",0.0,neutral,0.895,1.58,0.0,https://finance.yahoo.com/markets/stocks/articles/voo-vs-qqq-vs-spy-104138064.html,2026-04-16 20:09:04,2026-04-16,
2f27b7432466e8b4,AAPL,Apple,2026-04-15,Yahoo Entertainment,newsapi,Top BofA Analyst Raises Apple Stock (AAPL) Price Target Ahead of Q2 Earnings,"Top BofA Analyst Raises Apple Stock (AAPL) Price Target Ahead of Q2 Earnings. If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",0.0,neutral,0.93,1.32,0.0,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_3ab2b142-58e0-4908-b1fc-62b22f438f71,2026-04-16 20:09:05,2026-04-16,
beae84d0eee2bf3c,AAPL,Apple,2026-04-15,Yahoo Entertainment,newsapi,"Apple (AAPL) Stock at $260: Buy, Sell or Hold?","Apple (AAPL) Stock at $260: Buy, Sell or Hold?. If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",0.0,neutral,0.949,1.32,0.0,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_358f8668-a476-40ec-b4cc-251419d36562,2026-04-16 20:09:05,2026-04-16,
